node_id,year,abstract,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
9303084,1993,"Using operator sewing techniques we construct the Reggeon vertex involving
four external ${\bf Z}_3$-twisted complex fermionic fields. Generalizing a
procedure recently applied to the ordinary Ramond four-vertex, we deduce the
closed form of the ${\bf Z}_3$ vertex by demanding it to reproduce the results
obtained by sewing.",0.41844445,0.26957443,-0.40934888,-0.06687416,0.37856412,0.026181072,-0.2955137,0.13304211,-0.046821147,-0.27103478,-0.36975554,0.43248773,0.4265191,0.5632074,0.18248811,-0.1622085,0.006845817,-0.39958763,-0.21563533,-0.032237135,-0.00769189,-0.34699196,0.13443607,0.35386,-0.07541794,-0.089604095,0.15823334,0.15754388,0.045652702,-0.081293374,-0.007700935,-0.107008815,-0.17008197,-0.25864148,0.17631161,0.33816004,0.29527596,0.3644126,0.1430862,0.3183387,0.14808501,0.09579258,0.08174926,0.08536084,-0.035491414,0.34496844,0.11094338,0.48620623,-0.3779891,0.021628678,-0.112626344,-0.108364485,-0.26410526,-0.18628408,-0.13095035,0.42918426,-0.35801575,0.18813455,0.23209079,0.27655813,-0.302863,-0.10488947,0.09490623,0.104502454,0.14698747,-0.22424956,0.11227554,-0.05128589,0.014126733,-0.046530217,0.4411958,-0.20171371,-0.27241185,-0.21301496,-0.24747702,0.15081246,-0.13349809,-0.061733887,-0.080909714,0.1576661,-0.014912097,0.07760129,-0.5165646,0.014645606,-0.31989545,-0.22949821,0.20446748,0.14539285,0.37820402,-0.34238723,-0.07207182,-0.15864109,0.005447611,0.02598808,0.028257757,0.14570683,-0.2701011,-0.23942362,-0.09288436,-0.2183649,0.4210268,-0.5648273,-0.11879879,-0.13273448,-0.5352795,0.2254891,0.061180636,0.18033719,-0.2774883,-0.21419157,-0.42319676,-0.17152604,-0.33726835,-0.19838187,0.13065588,-0.10129139,-0.016458966,-0.010142416,-0.04336001,0.14491442,0.34531188,-0.22955923,0.3671497,0.26416516,0.2393629,0.22555712,-0.13370433,-0.740408
9910031,1999,"We suggest that orbifold field theories which are obtained from
non-commutative N=4 SYM are UV finite. In particular, non-supersymmetric
orbifold truncations might be finite even at finite values of Nc.",-0.13927619,0.12499192,-0.21532139,0.0073084235,-0.13135663,0.20522034,0.23055999,-0.16156283,-0.025109258,0.15743828,0.017494872,-0.16570324,0.0015538447,-0.3054658,0.34766352,0.01761651,0.15376593,-0.17411721,-0.2154324,0.0062381774,-0.035870522,0.23449056,-0.022517085,-0.43929887,0.10868412,-0.026995916,0.13572034,-0.026577938,-0.09702277,-0.017546952,0.2109243,-0.17025888,-0.043891307,0.20588681,0.025602026,-0.33239025,-0.08084078,0.072640926,0.044952795,0.15147331,0.04778786,-0.0318441,0.36719444,-0.21647368,-0.19648308,0.15068994,0.14808361,0.027661107,-0.1515494,0.20864654,0.12195014,0.1944113,-0.14369246,-0.04109489,0.078740664,0.047811225,-0.053076062,0.016545206,-0.10685012,0.099119745,-0.03162843,-0.11761956,0.05444945,0.20319577,0.4157601,0.0355549,0.20119569,0.11031035,0.21229193,-0.34485024,0.030321307,0.40523922,0.09281923,-0.16964985,-0.12134808,-0.23416972,0.0036655664,0.11014863,0.14281547,0.163571,0.051672067,-0.0008904785,-0.002652973,-0.10738863,0.11057277,0.29433483,-0.17983884,0.11027153,0.22962506,0.12013434,-0.23328404,0.19887462,-0.08387223,0.13646697,0.008344229,0.021703452,-0.0828932,-0.086590916,0.13569385,-0.32879162,0.16950186,0.100916,0.08462316,-0.19569972,0.33064818,-0.14464271,0.21896845,0.12533537,-0.22116853,-0.2691171,0.12174734,-0.006959513,-0.013683826,-0.017885402,-0.051725972,0.22948389,0.017902615,0.13392837,-0.19364408,0.14237139,0.11197211,0.4221174,-0.13655701,-0.08410491,0.17597845,-0.26240113,0.1490319,0.037550867
9811172,1998,"Four-point functions of gauge-invariant operators in D=4, N=4 supersymmetric
Yang-Mills theory are studied using N=2 harmonic superspace perturbation
theory. The results are expressed in terms of differential operators acting on
a scalar two loop integral. The leading singular behaviour is obtained in the
limit that two of the points approach one another. We find logarithmic
singularities which do not cancel out in the sum of all diagrams. It is
confirmed that Green's functions of analytic operators are indeed analytic at
this order in perturbation theory.",0.078063175,-0.1369116,-0.1024463,-0.05296284,0.13240813,0.28687418,0.080575645,0.04798359,-0.21944545,0.19170582,0.046793446,-0.045655116,0.028089203,-0.08448559,-0.010554977,-0.24300748,-0.21513703,-0.35689133,0.049754143,0.055397227,-0.17659461,0.043697298,0.11428996,0.24120593,-0.1575691,-0.099002995,0.11030367,-0.17360571,0.021845939,-0.037198223,-0.008215189,-0.24613522,0.017237455,0.1456648,0.022278354,0.082395,-0.12781855,-0.17347461,-0.014901131,-0.15653665,0.0108150095,-0.050253496,0.17110902,0.1838656,-0.09094288,0.06097468,0.059500232,-0.08563679,0.10804103,0.11346285,0.029608812,-0.037131384,0.07158077,-0.13294509,0.119522765,0.028368235,0.13539141,0.044281095,0.25117573,-0.12502149,0.10703231,-0.00068219006,-0.09456911,0.12454286,-0.12826705,-0.041715577,-0.08473571,0.06420309,0.0032289103,-0.2515352,-0.12457546,0.25222003,-0.14415824,0.036415607,0.008606214,-0.17236757,0.296713,0.043840542,-0.22231251,0.1824241,0.0615098,0.027049407,0.10081143,0.09284103,-0.045532405,0.023939654,0.0052777603,0.1223956,-0.13401486,-0.13730372,-0.0455492,-0.052097246,0.092187956,0.1340431,-0.15718314,-0.16153587,-0.106890805,-0.2590809,-0.1242588,-0.0069382936,0.006880817,0.039432675,0.068106964,-0.29379186,-0.0934461,0.0016515478,0.030425914,0.07399295,0.032704726,-0.1562551,0.12709273,-0.052957587,0.42647603,-0.23294327,0.062018275,0.08258824,-0.07096443,-0.065096855,-0.112885,-0.10854787,-0.101079784,0.10216188,0.045827735,0.14820369,-0.03342787,-0.2417561,-0.07849465,-0.18453415
9504053,1995,"In the SU(3) Einstein-Yang-Mills system sequences of static spherically
symmetric regular solutions and black hole solutions exist for both the SU(2)
and the SO(3) embedding. We construct the lowest regular solutions of the SO(3)
embedding, missed previously, and the corresponding black holes. The SO(3)
solutions are classified according to their boundary conditions and the number
of nodes of the matter functions. Both, the regular and the black hole
solutions are unstable.",-0.13584274,-0.07164052,-0.17784438,-0.19036573,0.13821197,0.1393348,-0.22995764,-0.16806825,0.13590208,0.015086643,0.036533386,-0.23406571,0.02678155,-0.2710337,0.07345438,-0.18090485,-0.069014736,0.10140243,0.26926848,-0.17467113,-0.23892471,0.14717655,0.06920185,-0.077190585,-0.12027013,-0.021782726,0.18142419,0.2348685,0.228337,-0.3631748,-0.19462499,0.12930053,-0.3180416,0.1967848,-0.018791422,0.17009002,-0.05184053,-0.13373803,0.030795079,0.29488868,-0.050334334,-0.22627075,0.15458101,-0.28389546,-0.048808802,-0.20549291,0.16596594,-0.15587953,-0.1663042,0.46014404,-0.081925854,-0.07354902,-0.024024036,-0.025461987,0.15502506,-0.15214303,0.10881035,-0.26560047,0.12581944,0.10808486,0.19934165,0.36162028,-0.17995095,0.17306137,0.312243,0.17563398,0.32621828,-0.07482182,-0.06743867,-0.22100484,-0.054939665,0.27355662,0.13544029,0.31937337,-0.010150244,0.044762272,0.122496486,0.0019635558,-0.07059323,-0.025077276,-0.01849882,0.029849514,-0.02713412,-0.013916016,0.23410638,0.09030535,0.17529711,0.0319349,-0.11035311,0.0008304231,-0.25052762,-0.17411461,-0.027148172,-0.13783613,0.09231094,0.172515,0.07387372,0.18994449,-0.12548162,-0.14590204,-0.16481076,0.08336507,-0.13353208,-0.00016351789,-0.18331532,0.06815981,0.17218897,0.35459244,-0.022197463,-0.24232726,0.2600079,0.041123778,0.1566601,-0.16793513,0.032867555,0.1380311,-0.34622234,-0.01336062,-0.044418477,0.24488524,-0.31004167,0.10126355,-0.16293348,-0.094347045,-0.113655075,0.06494936,0.193955,-0.24683851
9407177,1994,"A procedure for obtaining correlation function densities and wavefunctionals
for quantum gravity from the Donaldson polynomial invariants of topological
quantum field theories, is given. We illustrate how our procedure may be
applied to three and four dimensional quantum gravity. Detailed expressions,
derived from \sbft{}, are given in the three dimensional case. A procedure for
normalizing these wavefunctionals is proposed.",-0.03183545,0.011171017,0.25885135,-0.28230473,-0.32770938,-0.121361256,-0.058992736,-0.19393983,0.14655893,0.015766859,0.29831988,-0.18835525,-0.18082458,-0.008354843,0.18584132,-0.09459627,0.34228593,-0.23133463,-0.053168178,-0.16477318,0.09025243,-0.25777024,-0.00069250166,-0.14704715,-0.2478822,0.30244005,-0.051508605,0.03916786,0.005083844,0.23999676,0.028551769,0.37186214,0.04184725,-0.02254057,0.3478819,-0.056256846,0.16446048,-0.017563045,0.044870928,0.27265295,0.13581938,-0.015758127,-0.13668285,0.4145577,0.17514157,0.7086165,-0.4715245,0.033578344,0.33439907,0.15211812,0.29720378,0.15602787,-0.020356,-0.26114973,0.15389809,-0.45654854,-0.2180907,0.08368866,-0.1953955,0.16287653,0.19709687,-0.42979318,0.14696194,0.20104969,0.06626998,-0.018444091,-0.46323514,0.13147706,0.010739744,-0.18108119,-0.020308644,-0.011569858,-0.16388395,-0.2491233,-0.2880327,-0.13578166,-0.16778934,0.32588977,0.10326342,0.0047671082,-0.03942197,-0.33041057,0.15136626,0.2566095,0.070378184,0.21967854,-0.2976347,0.35997784,0.3954353,-0.14032671,0.27376682,0.18227553,-0.15631203,0.1680805,-0.079761624,-0.37996268,0.18596186,0.037434295,-0.18281454,-0.36365584,0.3738609,-0.35371414,0.057830364,0.23995262,-0.26095754,-0.1751247,-0.3158315,0.09145349,0.099788904,-0.17341965,0.014780864,-0.058639526,0.4069877,0.19814695,-0.1386623,-0.44006246,0.129621,-0.3038507,-0.020030946,0.07189988,0.303413,-0.36927325,-0.09612907,0.32703725,0.06393586,0.37621003,-0.023792878,-0.30551907
9205004,1992,"We use a recent classification of non-degenerate quasihomogeneous polynomials
to construct all Landau-Ginzburg (LG) potentials for N=2 superconformal field
theories with c=9 and calculate the corresponding Hodge numbers. Surprisingly,
the resulting spectra are less symmetric than the existing incomplete results.
It turns out that models belonging to the large class for which an explicit
construction of a mirror model as an orbifold is known show remarkable mirror
symmetry. On the other hand, half of the remaining 15\% of all models have no
mirror partners. This lack of mirror symmetry may point beyond the class of
LG-orbifolds.",-0.049217302,0.023360144,0.09935886,-0.18577346,-0.033708207,0.04276666,-0.14518754,-0.11765756,0.115987435,-0.12564628,-0.09368104,-0.18825865,-0.04755223,-0.06397489,-0.14605606,-0.21367836,-0.1234033,0.07379177,-0.0032458305,0.09372842,-0.1518665,0.061683536,0.002222851,0.14898646,0.01532929,0.10266988,0.17133136,0.002862744,0.098857574,-0.1450981,0.22734374,-0.21320125,-0.100692056,0.03810095,-0.30412894,-0.060625546,-0.05863233,-0.028859943,-0.00037321262,-0.08816913,0.00926666,-0.1399698,0.09745744,-0.2018871,-0.10188715,0.16744825,0.08738321,-0.15152454,0.04144589,0.118806876,-0.031505056,-0.04398593,-0.024702191,0.101905495,-0.008241424,-0.0132982135,0.089041926,0.15049672,0.22218181,-0.07670739,0.08155851,0.16165358,-0.0482245,0.06654838,0.18732373,-0.03837156,0.22483541,0.167285,-0.27798727,-0.21677084,-0.13239735,0.39712536,-0.08066076,0.27335632,-0.024169538,0.0044350103,-0.03886655,0.27078122,0.04228151,-0.14109525,0.07727748,-0.06704793,0.28652167,0.2940542,0.09208834,0.15635882,0.22666293,0.18114403,0.11187486,0.08554861,0.010738654,0.069063984,0.028090477,-0.09995279,0.0538911,0.17736007,0.092000574,0.09888765,0.12721248,-0.12874663,-0.13521972,-0.16882053,-0.10599999,0.28523603,0.16084018,0.062141836,-0.07067386,0.0471074,0.038032055,0.06810111,0.16329613,-0.036352772,0.016810939,-0.049346946,0.043380573,-0.005754771,-0.12936662,0.124580175,-0.07749377,0.10851726,0.2324284,0.19307542,0.15675765,-0.07060857,-0.19910282,0.13315111,-0.035396285,-0.08598116
9605194,1996,"Spontaneous magnetization in the Maxwell QED$_{2+1}$ at finite fermion
density is studied. It is shown that at low fermion densities the one-loop free
energy has its minimum at some nonvanishing value of the magnetic field. The
magnetization is due to the asymmetry of the fermion spectrum of the massive
QED$_{2+1}$ in an external magnetic field.",0.029808968,0.20778078,-0.3172433,0.13175878,-0.2513126,0.095359266,-0.018609583,-0.24171554,-0.34214056,0.4618377,0.04175189,-0.147071,0.019289225,-0.095190786,-0.07794752,-0.011815108,0.1524116,0.10861466,-0.07379975,-0.06967108,-0.22680014,0.0439962,-0.039797507,-0.241907,0.08761391,0.05039858,0.21739283,-0.04694491,-0.0215628,-0.3143269,-0.029083703,0.08107523,-0.35157067,0.019621044,0.16925853,-0.071950436,0.12830904,-0.10196449,0.05561645,0.22143205,-0.23663029,-0.039355636,0.10984495,-0.21730703,0.13003501,0.09012674,-0.06448588,-0.19696021,0.2724539,-0.062383667,-0.27994987,-0.19251259,0.062334687,-0.07175065,0.20802194,-0.13104159,-0.14047149,-0.09297171,0.1303046,-0.13707355,0.000256598,0.15709129,-0.28005585,0.12608439,0.44652045,-0.06515895,-0.0835931,-0.083008245,-0.35904765,-0.06691446,-0.257931,0.28895837,0.10154787,-0.24809206,0.028610088,0.11152555,-0.04589218,0.15676582,-0.23962855,0.4112582,0.011331975,-0.050754465,0.13635671,-0.14061537,0.122002006,0.16722618,-0.113863826,-0.14682752,0.05839014,0.03691663,-0.021965459,-0.04290492,-0.022086054,-0.15431872,0.0915097,0.055594016,-0.0737237,-0.08201802,-0.09346211,-0.16335824,0.1099031,0.00972794,0.02336181,-0.1882625,-0.078360155,-0.16371503,-0.026324008,0.04682775,-0.16926129,0.02367267,0.5875418,0.035922416,-0.03989549,-0.031965733,-0.017284758,0.2206817,-0.17630723,-0.051151127,0.012358315,-0.13478422,-0.39564517,0.26787445,0.022284463,-0.40134233,0.17744114,-0.092111096,0.023397915,-0.027145863
9311091,1993,"In this letter, we discuss the extension of Feynman's derivation of the
equation of motion to the case of spinning particles. We show that a spinning
particle interacts only with the electromagnetic and gravitational fields. In
the absence of the electromagnetic interactions, we rederive Papapetrou's
equations for spinning particles in the background of the conformal gravity. We
also find that the effect of spin coupled to non-constant electromagnetic
fields leads to further corrections to the Lorentz force equations. Some
discussions of these results are given at the end.",-0.042537957,0.15161714,0.15236014,-0.30316842,-0.02759128,0.1112051,-0.050139353,-0.096419156,-0.3521253,0.22682698,-0.19843632,-0.16276032,0.09751156,-0.2652449,-0.025199555,-0.06521362,0.15906438,-0.30379328,-0.34470788,-0.17081484,-0.27659538,0.231792,0.056820445,-0.5393405,-0.06302248,-0.06925717,-0.2477496,0.12648481,0.046700474,-0.037454963,0.1096773,-0.061322913,0.06720032,-0.09616482,0.09832038,0.026226081,0.015825782,-0.09027945,-0.31262445,-0.055565186,-0.061759904,-0.25199533,-0.11678429,0.08508553,0.083520055,-0.03859476,-0.035670012,-0.25382307,0.18327941,0.14362885,0.10319773,0.0029492378,0.23947725,0.17860548,0.052721955,0.15697528,0.24342427,0.04088019,0.45990157,0.16300292,0.1307464,-0.015446022,-0.09004355,0.04117446,0.052096505,0.28967732,-0.48950478,-0.37846568,0.07900566,0.11721659,-0.1318636,0.119101375,0.129008,-0.1264615,-0.31981492,0.036462497,-0.0723919,-0.045697287,-0.29595494,0.08433225,0.2690591,-0.36644256,-0.20198737,0.11558759,-0.04301575,-0.10316722,-0.1055558,0.2702321,-0.02318874,-0.14689282,-0.27291414,-0.19328994,-0.12141988,-0.04205872,0.013625935,-0.024575561,-0.27022836,-0.3158968,-0.23015901,0.090220205,0.27964005,-0.10432522,0.19337809,-0.12781444,-0.008313192,0.0954552,-0.34108853,-0.010076113,0.027628146,0.09912584,0.07117973,0.00982455,0.43485606,0.0058598816,-0.29576805,-0.09138476,0.11559905,-0.16954143,-0.38371068,-0.33848673,-0.046591148,0.002886951,0.2363366,0.09254198,-0.0019535571,-0.17300886,-0.091297776,-0.0059690624
9309051,1993,"I study the quantum mechanics of a spin interacting with an ``apparatus''.
Although the evolution of the whole system is unitary, the spin evolution is
not. The system is chosen so that the spin exhibits loss of quantum coherence,
or ``wavefunction collapse'', of the sort usually associated with a quantum
measurement. The system is analyzed from the point of view of the spin density
matrix (or ``Schmidt paths''), and also using the consistent histories
approach. These two points of view are contrasted with each other. Connections
between the results and the form of the Hamiltonian are discussed in detail.",0.26286745,0.007120285,-0.58073294,-0.08703783,-0.3427424,-0.26660296,-0.00797686,-0.13703106,-0.33731192,-0.051410127,0.21827409,-0.072991766,-0.17492689,-0.106738515,-0.14800225,-0.3263678,-0.16017717,0.06351371,-0.16407469,0.17832807,-0.047794208,0.21490523,0.09092293,-0.028033927,0.17302354,0.070954084,0.2188679,0.09567955,-0.2730137,0.18001348,-0.13818899,0.0033671483,-0.072112516,-0.27109978,0.08630006,-0.11615329,-0.24627922,0.067825735,-0.20644134,-0.24317637,-0.3592458,-0.11050767,0.13779518,-0.15183285,-0.06483063,0.71254224,0.06860271,-0.04670979,0.14086959,0.07943614,0.08708942,-0.18477368,0.29517636,-0.14315222,-0.2421675,0.15393582,-0.045520123,-0.055910647,0.34059605,-0.32604918,0.25239047,-0.29152325,-0.56193274,0.19830224,0.037010223,0.53435135,0.10706152,0.44770855,0.15529686,-0.18349972,0.13267258,0.1193303,-0.13178022,-0.21350431,-0.05761134,0.5918161,0.28268242,0.15832502,0.05134675,0.15722768,-0.24239275,0.0042885616,0.1878386,0.07559317,0.35360566,-0.27095857,0.08264572,0.05309531,-0.43596274,-0.14657089,0.13128099,0.0057844296,0.22118267,-0.18359259,-0.35295916,0.12463206,-0.030053802,-0.32109886,0.2103553,-0.39879954,-0.49739027,0.37260506,0.06630997,-0.17346814,-0.009996846,-0.03293404,0.29679054,0.003914632,-0.11595997,-0.14934057,0.1468496,-0.16796893,0.16833664,0.1501744,0.2352385,0.052929472,0.30964756,0.11733124,-0.27144113,-0.09918625,-0.20659208,0.37994617,0.0360128,-0.37901095,-0.21249282,0.0087534785,-0.30094695,0.50854766
9409083,1994,"String theories should reduce to ordinary four-dimensional field theories at
low energies. Yet the formulation of the two are so different that such a
connection, if it exists, is not immediately obvious. With the Schwinger
proper-time representation, and the spinor helicity technique, it has been
shown that field theories can indeed be written in a string-like manner, thus
resulting in simplifications in practical calculations, and providing novel
insights into gauge and gravitational theories. This paper continues the study
of string organization of field theories by focusing on the question of local
duality. It is shown that a single expression for the sum of many diagrams can
indeed be written for QED, thereby simulating the duality property in strings.
The relation between a single diagram and the dual sum is somewhat analogous to
the relation between a old- fashioned perturbation diagram and a Feynman
diagram. Dual expressions are particularly significant for gauge theories
because they are gauge invariant while expressions for single diagrams are not.",-0.24023353,0.2015136,0.20773502,0.3664811,-0.13086672,0.51374066,0.14116675,-0.3835559,0.17165528,0.014552139,-0.24151185,0.25113034,-0.11976673,-0.44632038,0.25298727,0.1060406,-0.077865906,0.11292398,0.11604234,0.035980523,0.35053533,-0.44873133,-0.10158079,-0.80305964,-0.48175097,0.54309666,-0.29257765,0.20239869,-0.22488584,0.10317892,0.110311806,0.4180418,-0.09116413,0.20743614,0.20473401,-0.37997448,-0.12752979,0.0052033365,0.31105456,0.08424847,-0.03765457,-0.11538724,-0.4178183,0.2658288,0.1537615,-0.24540867,-0.020440772,0.06515139,0.23269303,0.072285876,0.17458475,-0.13950971,-0.29659095,0.09985,-0.03209038,0.35599315,-0.06891239,-0.2068451,-0.46325395,0.5623339,-0.12701896,-0.20041873,0.26893374,0.06443572,0.41772592,-0.001067251,0.20028877,-0.038417175,-0.14577933,0.12664726,0.44174302,-0.20703757,0.027427107,0.587679,0.18079405,-0.045722358,-0.38772526,-0.10165574,-0.112534374,-0.22000518,0.368567,0.31368318,0.07004799,-0.035518974,-0.22354606,-0.091240846,-0.0447203,0.0028853416,-0.2210222,0.008164801,-0.4919603,0.24615414,0.1855564,0.41735137,-0.17131168,0.4805174,-0.101951316,0.55021626,0.02596008,0.1450444,0.008463234,0.093479335,0.19733858,-0.2822856,0.29509446,0.002443798,0.39645457,0.38495672,0.2413295,0.3151381,0.108253404,-0.26422435,-0.19988117,0.27461624,-0.23567846,0.34364802,0.42832392,-0.03036964,0.07995983,0.21311694,-0.10128948,0.13718405,0.035318643,0.23575352,-0.008808803,-0.39106727,-0.19381404,0.27351394
