id,questions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,abstract
9710225,What is the main difference between the top quark and other quarks?;How does the polarization of the top quark affect the production process?;What is the significance of the energy and angular distributions of the b-quarks in the sequential process?;What is the expression for the polarization 4-vector of the top-quarks in the Standard Model?;How does beam polarization affect the decay of polarized and depolarized t-quarks?;What is the most sensitive asymmetry to t-quark polarization?;How is the energy spectrum of the b-quarks affected by the polarization of the decaying t-quarks?;What is the role of the Standard Model in processes involving top quarks?,-0.20786378,-0.2790497,0.06591511,0.14284284,0.31153798,0.002421923,-0.17079571,0.06636378,0.06591989,-0.031802103,0.21627785,-0.027005523,0.054574385,0.024320576,-0.20270416,0.32842517,0.013718918,-0.07286662,-0.049558863,-0.15738419,0.08497629,-0.40105376,0.07011792,-0.29973194,-0.12599304,-0.5189381,0.28471142,0.033022642,-0.19363868,-0.07505033,-0.31061754,0.1524116,0.32303232,-0.28935474,0.029456973,-0.055040848,0.04523158,-0.13525298,0.33346844,0.06135875,0.27345943,-0.11702897,0.32121408,-0.4014024,-0.06269492,0.27213472,-0.25559705,-0.06229958,-0.23134893,0.25305828,-0.10244697,-0.11289877,0.014505226,0.1915662,0.36174685,0.10835147,-0.11923644,-0.120405644,0.1897675,0.025760792,-0.08563537,-0.24081035,-0.42443928,-0.35510638,0.063803285,-0.26491666,-0.16601479,-0.24582238,-0.0075129718,-0.059168458,-0.19883595,0.16151501,-0.022602037,-0.16875903,-0.05990529,-0.07371486,0.048938543,-0.13051978,0.03603525,-0.17334937,0.13281824,-0.2252219,-0.4479648,-0.117525354,-0.12872054,0.03504932,-0.24759747,-0.24645883,-0.35355222,0.071021624,-0.023070097,0.117734775,-0.17319119,0.04101046,-0.20285237,-0.09540002,-0.12898347,-0.1276648,0.0076172873,0.20348883,-0.07667289,0.14344719,0.12889001,-0.0784549,0.10502,-0.33737817,0.044451565,0.43063617,-0.113149,0.19007814,-0.22083451,-0.017464802,0.13364673,-0.17696175,-0.5396209,0.08239642,-0.07737669,-0.20288485,-0.1269642,-0.07882643,-0.1676488,0.2690658,-0.202339,-0.19503899,0.15756619,0.30005872,0.23001432,-0.029983342,"In Causal Perturbation Theory the process of renormalization is precisely
equivalent to the extension of time ordered distributions to coincident points.
This is achieved by a modified Taylor subtraction on the corresponding test
functions. I show that the pullback of this operation to the distributions
yields expressions known from Differential Renormalization. The subtraction is
equivalent to BPHZ subtraction in momentum space. Some examples from Euclidean
scalar field theory in flat and curved spacetime will be presented."
105135,What is the process of photoproduction of prompt photons?;Why are higher order corrections important in photoproduction processes?;What are the categories of subprocesses contributing to the partonic reaction?;How does the code deal with the fragmentation components?;What is the impact of higher order corrections on the isolated cross-section?;What are the conclusions drawn from the numerical results compared to ZEUS data?;How is the energy of the incoming photon reconstructed in photoproduction processes?,0.2361725,0.23525596,0.23735517,-0.02303566,-0.121725544,-0.17764866,-0.0043996945,-0.26692528,0.22331505,0.29537362,-0.19429217,-0.28468847,0.051993016,-0.21025175,-0.16093832,0.1300208,-0.18177578,0.17513837,0.07929131,-0.026142478,0.17227827,0.11307386,0.29224873,0.2281554,-0.19745497,0.27590466,-0.13822001,-0.055784956,0.16203421,0.043413907,-0.020460896,0.19724108,-0.2506882,-0.26096776,-0.051842153,0.23466536,0.11143234,-0.4354262,-0.21757933,-0.32701847,-0.21142465,0.011646986,-0.21595109,-0.38945752,0.17560595,-0.042023297,0.21961999,-0.04344306,-0.052187055,0.022289813,0.23667154,-0.32427648,0.08609734,0.3315556,-0.27956092,-0.061419517,0.11186193,-0.2226616,-0.06510839,0.041981265,-0.22847405,-0.03989391,-0.07715717,0.09717536,0.21598832,-0.4157163,-0.20469621,-0.20348942,0.06047745,-0.088438526,-0.30627778,0.027109325,0.17848884,0.062012915,0.12595862,-0.10402323,0.030483572,-0.03230062,0.28653935,-0.22020152,0.17112371,0.05458893,0.5944127,0.084142074,-0.036173765,-0.052078217,-0.15558127,0.060916543,-0.14229062,-0.056500696,0.07210186,-0.14180261,-0.087545425,-0.05369561,0.082969695,-0.101772994,-0.1118196,0.2293616,-0.15417138,-0.10112618,-0.06849928,-0.115374744,-0.05967046,-0.034821093,0.11733563,-0.0507178,0.07295403,-0.20707336,-0.21364298,0.20086378,0.19829181,-0.21398492,-0.1431476,-0.3149545,-0.15101784,0.1886569,-0.35301548,-0.10374725,0.10404591,0.0044521242,-0.16891551,0.01972279,0.19938454,-0.119909495,-0.3362582,-0.057226665,-0.32004833,0.45714626,"The nonlinear $n$-supersymmetry with holomorphic supercharges is investigated
for the 2D system describing the motion of a charged spin-1/2 particle in an
external magnetic field. The universal algebraic structure underlying the
holomorphic $n$-supersymmetry is found. It is shown that the essential
difference of the 2D realization of the holomorphic $n$-supersymmetry from the
1D case recently analysed by us consists in appearance of the central charge
entering non-trivially into the superalgebra. The relation of the 2D
holomorphic $n$-supersymmetry to the 1D quasi-exactly solvable (QES) problems
is demonstrated by means of the reduction of the systems with hyperbolic or
trigonometric form of the magnetic field. The reduction of the
$n$-supersymmetric system with the polynomial magnetic field results in the
family of the one- dimensional QES systems with the sextic potential. Unlike
the original 2D holomorphic supersymmetry, the reduced 1D supersymmetry
associated with $x^6+...$ family is characterized by the non-holomorphic
supercharges of the special form found by Aoyama et al."
110129,"What is the significance of the precision electroweak data?;What are the key achievements of the electroweak precision program?;What is the role of the weak neutral current in the electroweak standard model?;How has the Standard Model been tested by the electroweak precision data?;What is the relationship between the Standard Model and grand unified theories?;What are the implications of the electroweak precision data for new physics theories beyond the Standard Model?;How has the LEP/SLC era impacted the electroweak precision program?;How does the Standard Model predict the behavior of charge quantization, the fermion families, and their masses and mixings?;What is the relationship between the Standard Model and neutrino mass?",0.3445457,0.13451034,0.28602254,0.033700168,0.0457746,-0.31820497,-0.16336992,-0.09052315,0.5135188,0.2989099,-0.06824786,0.1886261,0.16563556,0.16655074,-0.5128307,-0.2814102,0.0064252317,-0.2587671,0.16656676,-0.012446985,0.13347068,-0.40644515,0.10584119,-0.03129184,-0.23809648,0.10490705,-0.42957938,-0.072050825,-0.058536626,0.017091602,0.2316379,-0.43020898,-0.091087766,-0.20189342,-0.12218557,-0.0038792342,-0.075525865,-0.12857431,0.20014998,-0.23878439,0.21881887,-0.18440804,0.13621314,0.29429528,-0.19028828,0.025112212,0.54667157,-0.10094654,-0.09644905,-0.004940927,-0.34902683,-0.19808936,0.06926703,0.30520362,-0.3142808,-0.29249078,-0.17869541,0.5228423,0.12879637,-0.11258432,-0.21416561,-0.2750036,0.02728045,0.05215042,0.042891413,0.18326446,-0.48045814,0.38464123,0.07615274,-0.07533981,0.10383794,0.23024082,0.13883665,-0.088474296,0.08535065,-0.11700291,0.30105835,0.26647574,0.09914778,-0.1590006,-0.109778464,-0.44417775,-0.24741574,-0.22743297,-0.0005656779,-0.11281973,-0.17769426,-0.09237452,-0.39848483,0.03908758,-0.12062204,-0.19613847,0.30338898,-0.32720613,0.05509758,0.24718279,0.28251606,0.116681375,0.07047856,0.101468824,-0.032222472,0.35748577,-0.30283496,0.28383553,0.28133714,0.27555054,0.26323304,0.3625555,0.1438595,0.28702405,0.12559566,0.14405309,-0.055331983,-0.22531316,0.055906057,-0.24665222,0.020855367,-0.003082931,0.40434566,-0.46057123,-0.19737619,-0.4986152,0.24059957,-0.024497278,0.06409785,-0.19277927,-0.04231763,0.018820941,"In a toy model of gauge and gravitational interactions in $D \ge 4$
dimensions, endowed with an invariant UV cut-off $\Lambda$, and containing a
large number $N$ of non-self-interacting matter species, the physical gauge and
gravitational couplings at the cut-off, $\alpha_g \equiv g^2 \Lambda^{D-4}$ and
$\alpha_G \equiv G_N \Lambda^{D-2}$, are shown to be bounded by appropriate
powers of ${1\over N}$. This implies that the infinite-bare-coupling (so-called
compositeness) limit of these theories is smooth, and can even resemble our
world. We argue that such a result, when extended to more realistic situations,
can help avoid large-N violations of entropy bounds, solve the dilaton
stabilization and GUT-scale problems in superstring theory, and provide a new
possible candidate for quintessence."
12147,What is the aim of diagonalization of the model in the sector of bound states — q¯qmesons?,0.044253074,0.24215785,-0.007090844,0.2498472,0.045412943,0.08604198,0.018612724,-0.29888967,0.15726432,0.28519094,-0.24791864,0.026046045,0.16679622,-0.043339513,0.0742313,0.22501744,0.22771443,0.0036144778,-0.0076338314,-0.03844262,-0.05425687,0.017414773,-0.28040782,0.018881988,0.21458374,-0.114607245,0.21212046,0.14264908,-0.14088747,0.0078034094,-0.016409887,0.017255507,-0.13958502,-0.20137006,0.0896437,0.23513812,0.1833713,0.08775524,0.13283834,0.06772626,0.13039899,0.015307711,0.21210365,0.060159437,0.008039765,0.034279604,0.10251437,-0.08880276,0.0054036602,0.18454184,-0.0050394116,0.23362842,0.10586041,-0.1148622,0.04946813,0.06367437,0.042233475,0.14517407,0.018587526,-0.09864773,0.20324928,-0.0026559383,-0.17649853,0.06171906,0.013275471,0.22094354,-0.09169321,0.09027489,-0.04232,-0.21206295,0.09088056,0.14829773,-0.04326252,0.024980932,-0.07584216,0.019743586,0.22660953,-0.0035474822,-0.047091708,-0.04487277,-0.30630314,0.10992453,-0.18681937,-0.035216283,-0.07920745,-0.16222262,0.016454645,0.28560072,0.097314924,0.009845711,0.1289628,0.04734644,-0.10155516,-0.085716836,0.12509924,-0.029490802,-0.030788716,-0.11609037,0.15005335,-0.06080647,0.055356316,-0.11203024,0.12813836,0.030761361,0.011566576,-0.28125408,0.061995473,0.34382883,0.103403136,0.19732338,0.046981692,0.1337452,0.09628585,0.1402817,-0.055856556,0.103474736,0.049459435,0.03060174,-0.057724774,0.06878573,0.23972017,0.15472612,0.30513814,-0.2515147,-0.16251332,0.34594297,0.18137343,-0.3007413,"We evaluate the evolution operator Z_Reg(R_2,R_1) introduced by Diakonov and
Petrov for the definition of the Wilson loop in terms of a path integral over
gauge degrees of freedom. We use the procedure suggested by Diakonov and Petrov
(Phys. Lett. B224 (1989) 131) and show that the evolution operator vanishes."
9912277,What is the significance of the associated production of Higgs bosons and heavy quarks at photon colliders?;How does the Yukawa coupling factor influence the production of Higgs bosons?;What are the constraints imposed by supersymmetry on the Higgs masses and angles in the MSSM?;How does the resonant structure affect the extraction of Yukawa couplings?;What is the role of laser back-scattering technique in photon colliders?;Why is a high luminosity more essential than a high c.m. energy for the measurement of Yukawa couplings?;What are the Feynman diagrams for the process γ(k1)γ(k2)→f(p1)¯f(p2)φ(q)?;How is the associated production of Higgs bosons and heavy quarks expected to advance the understanding of electroweak symmetry breaking?;What is the minimal supersymmeric extension of the standard model (MSSM) and how does it differ from the standard model?,0.5417348,-0.05852586,0.07041458,-0.08053558,0.437656,0.17867222,-0.7304243,-0.14441371,-0.07312064,0.023378268,0.09548324,-0.017153926,0.17114758,-0.006202146,-0.20853998,-0.026527107,0.25054196,-0.38701096,0.06831278,0.33946717,0.33883566,-0.32760885,0.18117565,-0.31046417,-0.14417249,-0.0012344159,0.46083337,-0.08646867,-0.15129575,-0.073485374,-0.17456695,-0.19460201,-0.11310329,-0.30680853,-0.38412368,-0.29076132,-0.02608569,0.22453004,-0.067064404,-0.46516618,-0.07577692,0.022682205,0.13936703,-0.043821055,0.045092702,0.0097935945,-0.25769472,-0.026511783,-0.31918657,0.18833883,0.08518601,-0.23398173,0.027097361,-0.042657167,-0.047024835,0.038312595,0.09813693,-0.23963118,-0.00032108277,0.040871456,0.2835164,0.38372096,-0.039528698,-0.0035562087,-0.32760245,-0.101613,0.26627874,-0.11688163,0.41330674,-0.4256056,0.18202457,0.079280846,-0.030063406,0.12764102,-0.29031104,-0.16733065,0.17285454,0.34808838,0.3162393,0.31889006,-0.043723196,-0.6027988,0.08049974,-0.24340834,0.13775921,0.15039624,-0.23110585,-0.3953265,0.3705874,-0.14312682,0.012376986,-0.09407179,-0.41213524,-0.22506101,0.08413018,-0.016816273,-0.09830048,0.07966579,0.021001823,-0.024799764,-0.0492893,0.25089324,-0.033194214,0.11253505,-0.32159728,-0.279934,-0.23275739,-0.09857673,0.1320998,-0.15279472,0.13100499,-0.29246202,-0.27210432,0.1402903,-0.27025682,0.23376194,0.112648875,-0.050734013,-0.114730105,0.07085265,-0.17778611,0.016985938,-0.04843384,-0.1978483,0.17727807,-0.033734202,-0.12888348,0.3370377,"The Riemannian geometry of coset spaces is reviewed, with emphasis on its
applications to supergravity and M-theory compactifications. Formulae for the
connection and curvature of rescaled coset manifolds are generalized to the
case of nondiagonal Killing metrics.
  The example of the N^{010} spaces is discussed in detail. These are a
subclass of the coset manifolds N^{pqr}=G/H = SU(3) x U(1)/U(1) x U(1), the
integers p,q,r characterizing the embedding of H in G. We study the realization
of N^{010} as G/H=SU(3) x SU(2)/U(1) x SU(2) (with diagonal embedding of the
SU(2) \in H into G). For a particular G-symmetric rescaling there exist three
Killing spinors, implying N=3 supersymmetry in the AdS_4 \times N^{010}
compactification of D=11 supergravity. This rescaled N^{010} space is of
particular interest for the AdS_4/CFT_3 correspondence, and its SU(3) x SU(2)
isometric realization is essential for the OSp(4|3) classification of the
Kaluza-Klein modes."
207040,How does the ρ-parameter get fixed in the absence of a structure for leptons?;What is the purpose of introducing the ρ-parameter in the neutrino mass matrix?;What are the implications of the presence of ρ in the neutrino mass matrix?;How does the anticommutator of two fermions belonging to different generations get determined?;What are the possible attitudes towards breaking the indetermination in the mass spectrum of neutrinos?,0.2111644,-0.34361446,0.21425219,-0.2356384,0.32047296,-0.02989468,-0.14538762,-0.34251165,-0.099886596,-0.14137188,0.028975368,-0.3531822,0.10573858,0.023086097,-0.08074902,-0.31235206,0.38513574,-0.11093408,0.16277304,-0.2154637,0.044162907,-0.10419047,-0.019456863,-0.52522296,-0.06969632,-0.10293626,-0.057608984,-0.0762974,-0.014385939,-0.32383245,-0.0042092316,-0.15054287,0.095313966,-0.027366076,-0.27658543,0.0733912,-0.07403912,-0.2319226,0.056091547,-0.06534803,-0.22686256,0.061591826,0.03187345,-0.18877046,0.26343068,-0.113573976,-0.06172118,-0.18689229,-0.21400495,0.058874026,0.18306455,-0.4581719,-0.016405582,0.052196726,-0.016002398,-0.10689074,0.28516906,-0.2969694,0.1851533,-0.11318728,0.0527487,-0.007937178,0.0520854,0.07956046,-0.00042284094,-0.029398486,0.044385005,-0.120887816,0.67119765,0.3553002,0.24011089,-0.033650238,-0.07056352,0.09144527,-0.2886863,0.060315326,0.024738371,0.18972105,0.26955384,-0.1082466,-0.102309585,-0.29554087,0.042411834,-0.15825483,0.35292608,0.11685104,0.18712816,-0.24364918,0.04648677,-0.05598839,0.29103565,0.219847,0.020090949,0.043038063,-0.124702126,0.11797391,-0.224509,0.20323081,-0.11620682,0.109093495,0.18743804,0.37715662,-0.20844534,-0.2051599,-0.22746438,0.045189887,0.047890447,-0.25113198,-0.28715014,0.075971834,-0.13107304,-0.029689461,-0.08801551,0.08148909,0.2939329,-0.12956405,-0.027276665,0.0850589,0.42299706,0.004400298,-0.22986218,-0.017551184,0.0959886,-0.20096436,0.022865662,-0.07130909,-0.106552154,0.44825107,"We show that the N-particle A_{N-1} and B_N rational Calogero models without
the harmonic interaction admit a new class of bound and scattering states.
These states owe their existence to the self-adjoint extensions of the
corresponding Hamiltonians, labelled by a real parameter z. It is shown that
the new states appear for all values of N and for specific ranges of the
coupling constants. Moreover, they are shown to exist even in the excited
sectors of the Calogero models. The self-adjoint extension generically breaks
the classical scaling symmetry, leading to quantum mechanical scaling anomaly.
The scaling symmetry can however be restored for certain values of the
parameter z. We also generalize these results for many particle systems with
classically scale invariant long range interactions in arbitrary dimensions."
9706222,What are the two assumptions made in the analysis?;How does new physics potentially affect the determination of the unitarity triangle?;What is the significance of δ1 in the analysis?;What is the role of CPviolation in Kmeson system in the analysis?;What is the importance of measuring CPangles with a high precision?;What is the potential impact of new physics on the standard model's accuracy in determining the unitarity triangle?,-0.17522997,0.043173004,-0.08851694,0.2006342,0.06466644,0.14702973,0.10079566,0.10359128,-0.0010645986,-0.068875834,0.08251233,-0.18640952,0.08238436,0.27040705,-0.22457281,0.25108933,-0.103577405,-0.03676588,0.1809904,-0.034319818,-0.12016197,-0.029846998,-0.24069493,-0.08900705,0.15286268,-0.02813574,0.32064357,0.17233667,0.008659147,0.08985355,-0.10677326,-0.08514324,-0.15454876,-0.03364473,-0.11905581,-0.013277193,-0.08690934,0.2443609,0.13234293,0.1490941,0.008774172,-0.008418263,-0.010013275,0.1621969,0.17927621,-0.17779894,0.030604564,0.05058924,0.06313663,0.080576286,0.024140282,0.32386488,-0.09254718,-0.29072815,0.0022995025,0.13965021,0.0494205,0.14098963,-0.12002458,-0.008558001,-0.164258,-0.16244298,-0.22877574,0.04365372,0.18744558,-0.08983232,0.011492662,-0.13120918,0.101650536,-0.041632075,0.20108198,0.07949014,-0.20979097,0.045266904,-0.06507623,-0.0071423985,-0.04288022,-0.05527108,-0.044007674,-0.07150769,-0.21315108,-0.14136043,0.030086584,-0.026903749,-0.069390446,-0.11848644,-0.021397175,0.008163085,0.28575972,-0.0326602,-0.006315137,0.06581908,-0.16524617,0.13712406,0.09078033,-0.15486729,0.05775682,0.041465342,-0.004693389,-0.044844314,-0.1308782,-0.14241636,-0.042286742,0.23897561,0.029579706,-0.30566376,-0.007445968,0.04373627,-0.15144621,-0.06414757,-0.14549875,0.032146063,-0.13140297,0.026222479,-0.1300299,0.012899168,0.18358168,-0.018264275,-0.12977397,0.022356577,0.11669229,0.10711478,0.2537263,-0.07056132,0.04578506,0.28934872,0.119909376,-0.04224871,"We examine the weak coupling limit of Euclidean SU(n) gauge theory in
covariant gauges. Following an earlier suggestion, an equivariant
BRST-construction is used to define the continuum theory on a finite torus. The
equivariant gauge fixing introduces constant ghost fields as moduli of the
model. We study the parameter- and moduli- space perturbatively. For $n_f \leq
n$ quark flavors, the moduli flow to a non-trivial fixed point in certain
critical covariant gauges and the one-loop effective potential indicates that
the global SU(n) color symmetry of the gauge fixed model is spontaneously
broken to $U(1)^{n-1}$. Ward identities and renormalization group arguments
imply that the longitudinal gauge boson propagator at long range is dominated
by $n(n-1)$ Goldstone bosons in these critical covariant gauges. In the large
$n$ limit, we derive a nonlinear integral equation for the expectation value of
large Wilson loops assuming that the exchange of Goldstone bosons dominates the
interaction at long range in critical covariant gauges. We find numerically
that the expectation value of large circular Wilson loops decreases
exponentially with the enclosed area in the absence of dynamical fermions. The
gauge invariance of this mechanism for confinement in critical covariant gauges
is discussed."
9147,What is a Disoriented Chiral Condensate (DCC) and why is it important?;How does the quench scenario describe the formation of a classical pion field?;What is the impact of the ampliﬁcation factor in the mode at different freeze-out times?,0.10183203,0.16314277,0.40869722,-0.27539954,-0.25578365,-0.062960014,-0.01969932,-0.037346102,-0.010719171,0.07195379,-0.12539707,-0.13355708,0.14091437,0.025174186,-0.2721431,-0.103727296,-0.3689586,-0.089230895,0.10233677,-0.3233745,-0.0013495237,-0.26577115,0.25811034,0.0073577897,-0.37752506,-0.04684256,-0.07214491,-0.09490125,0.04777962,0.05817938,0.2460016,0.075166196,-0.07723083,-0.02673246,0.028077528,-0.12007058,-0.083859935,-0.3722958,0.047810905,-0.5363209,0.13403395,-0.34514058,-0.14254028,-0.028287143,0.08876586,-0.07237607,0.20432687,0.0749328,-0.1409527,0.11976293,0.13253395,-0.32098308,-0.030607253,0.2487566,-0.1243069,0.043872926,0.008933961,-0.11318333,0.059732802,0.03796413,-0.14279124,-0.10743247,-0.13945031,0.19267108,0.2612958,0.072954044,-0.16261935,0.23065378,0.20537376,0.015162051,-0.03707279,0.15386786,0.12976788,-0.1075289,0.2689405,-0.010422491,-0.14495307,0.37688047,0.10428619,-0.19430959,0.2041063,-0.12930408,0.31866175,-0.17247187,-0.03442911,-0.009654447,0.013492875,-0.19051553,-0.1755319,-0.35516623,-0.03618811,0.14390957,0.20349398,-0.06299199,0.018365704,-0.111635044,0.0960176,0.078876816,-0.059172958,-0.21942776,0.21432492,-0.03315927,-0.14253828,-0.1935629,0.044261813,0.3889028,0.0747568,-0.02377081,0.010767072,0.0315051,0.056443244,-0.001551345,-0.18097375,0.13253264,0.0726337,0.34829336,-0.09075631,-0.017534256,0.49237978,-0.10535427,-0.30496442,0.0043395907,0.047512904,0.06412256,-0.025167158,-0.2339057,-0.030878276,0.3709938,"We obtain the M5-M2-MW bound state solutions of 11-dimensional supergravity
corresponding to the 1/2 supersymmetric vacua of the M5-brane equations with
constant background fields. In the `near-horizon' case the solution
interpolates between the $adS_7\times S^4$ Kaluza-Klein vacuum and D=11
Minkowski spacetime via a Domain Wall spacetime. We discuss implications for
renormalization group flow of (2,0) D=6 field theories."
205050,What are the characteristics of the cosmogenic neutrino flux?;What are the current constraints on the cosmogenic neutrino flux?,0.19559622,-0.3512627,0.17212516,0.030560467,-0.21530563,-0.1269939,-0.13565142,-0.1688666,-0.11338914,0.26899332,-0.046269476,0.4307021,0.03120482,-0.015911136,-0.12718272,-0.16386488,-0.1773315,-0.0803518,-0.121875964,-0.010007575,-0.40572727,0.1685344,0.24121568,-0.38797754,0.27429974,-0.10410864,-0.095626675,-0.051050812,-0.5741304,-0.025976434,-0.056174666,-0.17909163,-0.2852901,-0.20568028,0.23511805,0.28881997,-0.2694743,-0.1248132,0.09810234,-0.18768561,0.20164119,-0.20047107,-0.24910948,-0.3307691,0.015395448,0.33740577,-0.17473343,0.39624316,0.06812742,-0.077668205,-0.19353518,0.050899744,0.22107026,-0.10070646,0.15333393,-0.3255505,-0.036757767,-0.11911705,0.03923575,0.26074734,-0.0033236519,0.21651362,0.43882963,0.30367312,-0.077144995,-0.03480281,0.44615066,-0.14164016,-0.11647892,-0.014859304,-0.19285512,-0.1693387,0.19119585,0.08212008,0.08642774,0.22180744,-0.02770783,0.35275465,0.08533955,-0.1759235,-0.035438612,0.17263666,0.0059224963,0.2565784,-0.21655801,-0.25284582,-0.2907688,-0.121988654,0.10454995,-0.2506545,0.46257335,0.38537246,0.013296306,-0.05641063,-0.19299215,0.15816127,0.0017970353,-0.5352786,-0.021965012,0.24312502,0.39258078,0.056802124,-0.17569587,0.52766454,-0.0027118027,0.20630515,0.42343852,-0.33959925,0.27346227,-0.13496318,-0.0657524,0.024311543,0.026130166,0.30675098,0.20313415,0.04995539,0.14856797,0.13973418,0.12545663,0.036638588,0.012714386,-0.22034352,-0.07210989,0.15584654,-0.2806199,0.07370405,0.0066369176,-0.09608433,"We analyse the geometrical structure of supersymmetric solutions of type II
supergravity of the form R^{1,9-n} x M_n with non-trivial NS flux and dilaton.
Solutions of this type arise naturally as the near-horizon limits of wrapped NS
fivebrane geometries. We concentrate on the case d=7, preserving two or four
supersymmetries, corresponding to branes wrapped on associative or SLAG
three-cycles. Given the existence of Killing spinors, we show that M_7 admits a
G_2-structure or an SU(3)-structure, respectively, of specific type. We also
prove the converse result. We use the existence of these geometric structures
as a new technique to derive some known and new explicit solutions, as well as
a simple theorem implying that we have vanishing NS three-form and constant
dilaton whenever M_7 is compact with no boundary. The analysis extends simply
to other type II examples and also to type I supergravity."
1130,What are twist-three parton distributions in the context of Quantum ChromoDynamics (QCD)?;How does the large-Nc approximation factor into the analysis of twist-three parton distributions?;How are the moments of the twist-3 distributions related to the anomalous dimensions?;What is the impact of the ground state operator in the analysis of twist-3 distributions?;What are the implications of the analytic continuation of the sum over anomalous dimensions in the complex N-plane?,0.23735717,-0.33918345,0.14160784,-0.24904776,-0.14648767,0.14373773,0.030689627,0.020643458,-0.038921013,0.30315378,-0.015454054,-0.06809852,0.17238584,0.023368347,-0.44912577,-0.38045764,-0.0499975,-0.2858517,-0.06001753,-0.03900785,-0.028963603,-0.20138246,-0.015990555,-0.05748189,-0.50446343,-0.05313793,-0.18500833,-0.37019244,-0.32091245,0.35289907,0.15267776,-0.0049880208,0.001907222,0.16856773,-0.22200128,0.090635076,-0.16513272,-0.20623365,0.17724487,-0.35086876,0.37706563,-0.116640836,-0.14225623,0.029152818,0.23033747,-0.21875168,-0.11966835,-0.10221815,0.0077692866,0.08724287,-0.06871206,-0.16867203,-0.021999754,0.03773871,0.03894259,-0.49488956,0.2749529,-0.11905279,-0.15938678,0.10768456,-0.30012453,-0.03997886,0.4603461,-0.059816487,0.014436483,-0.045135543,-0.16346788,-0.00079381466,0.44267267,0.2922647,-0.1615076,0.106940866,0.14113809,0.3664471,-0.24528198,-0.028712496,0.25652358,0.17440596,0.23442042,0.031980395,-0.004842341,-0.13448101,-0.18516943,-0.15592167,-0.2378089,-0.119218856,-0.049860954,-0.053358912,-0.02499671,0.12467938,0.54616183,-0.18362033,0.5812727,0.29500952,0.20983778,0.28274345,-0.008139357,-0.4014307,-0.36522594,-0.03319069,-0.16407356,0.30991405,-0.17507242,-0.114731036,-0.06829229,0.19405696,-0.19086988,-0.25986218,0.15616566,0.16073966,-0.076905206,-0.3245367,-0.18146794,0.075425535,0.34868383,-0.19460851,-0.102440104,-0.5018053,0.50869787,-0.14114086,-0.09132744,-0.098859675,0.08794141,-0.026296452,-0.2870749,0.31034023,0.04881257,0.14862552,"Modular invariance is a necessary condition for the consistency of any closed
string theory. In particular, it imposes stringent constraints on the spectrum
of orbifold theories, and in principle determines their spectrum uniquely up to
discrete torsion classes. In practice, however, there are often ambiguities in
the construction of orbifolds that are a consequence of the fact that the
action of the orbifold elements on degenerate ground states is not unambiguous.
We explain that there exists an additional consistency condition, related to
the spectrum of D-branes in the theory, which eliminates these ambiguities. For
supersymmetric orbifolds this condition turns out to be equivalent to the
condition that supersymmetry is unbroken in the twisted sectors, but for
non-supersymmetric orbifolds it appears to be a genuinely new consistency
condition."
